0.00,157.56
0.00,160.48
0.00,157.56
0.00,160.18
0.00,159.88
0.00,158.13
0.00,157.28
0.00,157.85
0.00,155.38
0.00,156.46
0.00,154.07
0.00,156.18
0.00,155.38
0.00,156.46
0.00,152.56
0.00,153.06
0.00,150.39
0.00,153.31
0.00,152.56
0.00,152.31
0.00,152.31
0.00,151.10
0.00,148.12
0.00,149.70
0.00,148.79
0.00,151.58
0.00,147.47
0.00,147.90
0.00,148.57
0.00,147.47
0.00,148.57
0.00,145.98
0.00,145.36
0.00,145.15
0.00,144.55
0.00,145.77
0.00,145.77
0.00,143.36
0.00,145.15
0.00,144.55
0.00,142.78
0.00,141.46
0.00,143.75
0.00,141.10
0.00,140.73
0.00,141.28
0.00,140.73
0.00,140.19
0.00,138.62
0.00,142.02
0.00,141.28
0.00,139.66
0.00,138.28
0.00,139.66
0.00,138.96
0.00,137.11
0.00,137.27
0.00,137.60
0.00,136.13
0.00,135.97
0.00,134.72
0.00,135.03
0.00,135.81
0.00,134.56
0.00,134.41
0.00,133.51
0.00,133.21
0.00,134.11
0.00,134.72
0.00,133.36
0.00,133.21
0.00,133.21
0.00,131.62
0.00,132.48
0.00,132.48
0.00,132.48
0.00,131.62
0.00,131.48
0.00,131.34
0.00,131.48
0.00,129.96
0.00,129.69
0.00,131.06
0.00,130.09
0.00,130.23
0.00,130.09
0.00,129.56
0.00,127.86
0.00,127.60
0.00,128.63
0.00,128.24
0.00,128.63
0.00,126.12
0.00,126.61
0.00,126.73
0.00,125.75
0.00,125.88
0.00,126.12
0.00,125.75
0.00,125.40
0.00,125.63
0.00,126.48
0.00,124.34
0.00,125.04
0.00,124.69
0.00,123.77
0.00,123.88
0.00,124.23
0.00,124.00
0.00,122.76
0.00,122.98
0.00,123.09
0.00,122.43
0.00,123.09
0.00,121.78
0.00,123.54
0.00,122.43
0.00,120.93
0.00,121.89
0.00,120.83
0.00,121.89
0.00,120.83
0.00,121.78
0.00,119.49
0.00,120.72
0.00,120.52
0.00,120.72
0.00,118.70
0.00,120.10
0.00,118.90
0.00,119.90
0.00,119.19
0.00,119.00
0.00,119.00
0.00,118.41
0.00,117.83
0.00,118.31
0.00,117.44
0.00,116.79
0.00,117.25
0.00,117.16
0.00,116.42
0.00,117.44
0.00,117.54
0.00,115.87
0.00,117.25
0.00,115.42
0.00,116.79
0.00,115.42
0.00,115.42
0.00,115.42
0.00,114.71
0.00,115.15
0.00,115.87
0.00,114.62
0.00,113.76
0.00,114.62
0.00,114.45
0.00,114.02
0.00,113.93
0.00,114.19
0.00,114.28
0.00,113.68
